|Catagorie|,|Date_In|,|Clerk_ID_In|,|TYPE_CODE|,|Product_scancode|,|Customer_No_Sold|,|P_Description|
|1|,|01/16/2004 12:00:00 AM|,|SUE|,2,|wd1619|,,|pants|
|1|,|01/16/2004 12:00:00 AM|,|SUE|,2,|wd1623|,,|pants|
|1|,|01/16/2004 12:00:00 AM|,|SUE|,2,|wd1651|,,|infant gown|
|1|,|01/16/2004 12:00:00 AM|,|SUE|,2,|wd1708|,,|pants|
|1|,|01/16/2004 12:00:00 AM|,|SUE|,2,|wd1643|,,|pants|
|1|,|01/16/2004 12:00:00 AM|,|SUE|,2,|wd1603|,,|pj,  night gowns,  robes|
|1|,|01/16/2004 12:00:00 AM|,|SUE|,2,|wd1642|,,|dress|
|1|,|01/16/2004 12:00:00 AM|,|SUE|,2,|wd1634|,,|cotton one piece outfit or set|
|1|,|01/16/2004 12:00:00 AM|,|SUE|,2,|wd1602|,,|dress|
|1|,|01/16/2004 12:00:00 AM|,|SUE|,2,|wd1610|,,|shirt|
|1|,|01/16/2004 12:00:00 AM|,|SUE|,2,|wd1658|,,|pj,  night gowns,  robes|
|1|,|01/16/2004 12:00:00 AM|,|SUE|,2,|wd1654|,,|cotton one piece outfit or set|
|1|,|01/16/2004 12:00:00 AM|,|SUE|,2,|wd1650|,,|pj,  night gowns,  robes|
|1|,|01/16/2004 12:00:00 AM|,|SUE|,2,|wd1646|,,|cotton one piece outfit or set|
|1|,|01/16/2004 12:00:00 AM|,|SUE|,2,|wd1645|,,|pj,  night gowns,  robes|
|1|,|01/16/2004 12:00:00 AM|,|SUE|,2,|wd1641|,,|shirt|
|3|,|01/16/2004 12:00:00 AM|,|SUE|,2,|wd1637|,,|underwear  type onsie|
|2|,|01/14/2004 12:00:00 AM|,|KAY|,2,|wd418|,,|toy,  puzzle or game|
|2|,|01/14/2004 12:00:00 AM|,|LEA|,2,|wd1011|,,|toy,  puzzle or game|
|2|,|01/14/2004 12:00:00 AM|,|LEA|,2,|wd1031|,,|toy,  puzzle or game|
|2|,|01/14/2004 12:00:00 AM|,|LEA|,2,|wd1007|,,|toy,  puzzle or game|
|2|,|01/14/2004 12:00:00 AM|,|LEA|,2,|wd1198|,,|toy,  puzzle or game|
|2|,|01/14/2004 12:00:00 AM|,|LEA|,2,|wd980|,,|toy,  puzzle or game|
|2|,|01/14/2004 12:00:00 AM|,|LEA|,2,|wd984|,,|toy,  puzzle or game|
|2|,|01/14/2004 12:00:00 AM|,|LEA|,2,|wd972|,,|toy,  puzzle or game|
|3|,|01/14/2004 12:00:00 AM|,|LEA|,2,|wd5769|,|2809|,|book|
|3|,|01/14/2004 12:00:00 AM|,|LEA|,2,|wd5793|,,|book|
|2|,|01/14/2004 12:00:00 AM|,|LEA|,2,|wd1197|,,|toy,  puzzle or game|
|3|,|01/14/2004 12:00:00 AM|,|LEA|,2,|wd786|,,|blankets and linens|
|3|,|01/14/2004 12:00:00 AM|,|LEA|,2,|wd1200|,,|blankets and linens|
|3|,|01/14/2004 12:00:00 AM|,|LEA|,2,|wd1180|,,|blankets and linens|
|3|,|01/14/2004 12:00:00 AM|,|LEA|,2,|wd5787|,,|book|
|3|,|01/14/2004 12:00:00 AM|,|LEA|,2,|wd5776|,,|book|
|2|,|01/14/2004 12:00:00 AM|,|SUE|,2,|wd5766|,,|toy,  puzzle or game|
|3|,|01/14/2004 12:00:00 AM|,|SUE|,2,|wd260|,,|sox|
|3|,|01/14/2004 12:00:00 AM|,|SUE|,2,|wd252|,,|sox|
|3|,|01/14/2004 12:00:00 AM|,|SUE|,2,|wd295|,,|sox|
|3|,|01/14/2004 12:00:00 AM|,|KAY|,2,|wd244|,,|sox|
|3|,|01/14/2004 12:00:00 AM|,|KAY|,2,|wd268|,,|sox|
|3|,|01/14/2004 12:00:00 AM|,|KAY|,2,|wd276|,,|sox|
|1|,|01/16/2004 12:00:00 AM|,|LEA|,2,|wb3677|,,|shirt|
