|Index|,|Quanity|,|Quanity_sold_latest|,|Customer_No_product|,|Customer_No_Sold|,|Quick_Scancode|,|Product_scancode|,|TYPE_CODE|,|CONDITION_CODE|,|SIZE_CODE|,|NOTES|,|P_Description|,|Date_In|,|Date_sold|,|Clerk_ID_In|,|Clerk_ID_sold|,|void|,|Catagorie|,|Listprice|,|REDUCTION|,|Soldprice|,|Invoice#|,|Sale_price|,|Sale_item|,|No_Returned|,|Credit_Applied|
38479,0,1,|3476|,|600|,|c26786c|,|p45985|,2,|2|,|2|,|hat|,|hat|,|02/05/2000 12:00:00 AM|,|02/16/2000 12:00:00 AM|,|SUE|,|LRN|,0,|1|,1.9500,0,1.9500,|11511|,,0,0,0.0000
38480,0,1,|3476|,|3024|,|c26786c|,|p45955|,2,|2|,|5|,,|2 or 3 piece sets|,|02/05/2000 12:00:00 AM|,|03/05/2000 12:00:00 AM|,|SUE|,|ANE|,0,|1|,4.9500,0,4.9500,|12398|,,0,0,0.0000
38481,1,0,|3476|,,|c26786c|,|p46239|,2,|2|,|5|,,|solid or print average swt sh|,|02/05/2000 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
38482,1,0,|3476|,,|c26786c|,|p45045|,2,|2|,|5|,,|summer weight jkt|,|02/05/2000 12:00:00 AM|,,|SUE|,,0,|5|,6.9500,0,0.0000,,,0,0,0.0000
38483,0,1,|1983|,|600|,|c26634c|,|p45975|,2,|2|,|5|,,|unlined rain jacket|,|02/05/2000 12:00:00 AM|,|03/04/2000 12:00:00 AM|,|SUE|,|ANE|,0,|5|,5.9500,0,5.9500,|12380|,,0,0,0.0000
38484,1,0,|1983|,,|c26634c|,|p46340|,2,|2|,|5|,|pants|,|pants|,|02/05/2000 12:00:00 AM|,,|SUE|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
38485,1,0,|1983|,,|c26634c|,|p45963|,2,|2|,|5|,,|plain or print|,|02/05/2000 12:00:00 AM|,,|SUE|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
38486,0,1,|1983|,|4328|,|c26634c|,|p45995|,2,|2|,|5|,,|sandal or shoe|,|02/05/2000 12:00:00 AM|,|02/09/2000 12:00:00 AM|,|SUE|,|SUE|,0,|3|,4.9500,0,4.9500,|11094|,,0,0,0.0000
38487,0,1,|1983|,|2778|,|c26634c|,|p45971|,2,|2|,|5|,,|winter shirt|,|02/05/2000 12:00:00 AM|,|02/25/2000 12:00:00 AM|,|SUE|,|LEA|,0,|1|,3.9500,0,3.9500,|11924|,,0,0,0.0000
38488,1,0,|1983|,,|c26634c|,|p45983|,2,|2|,|5|,|pants|,|pants|,|02/05/2000 12:00:00 AM|,,|SUE|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
38489,0,1,|1983|,|600|,|c26634c|,|p45999|,2,|2|,|5|,|pants|,|pants|,|02/05/2000 12:00:00 AM|,|02/10/2000 12:00:00 AM|,|SUE|,|SUE|,0,|1|,4.9500,0,4.9500,|11158|,,0,0,0.0000
38490,0,1,|1983|,|2478|,|c26634c|,|p45137|,2,|2|,|5|,,|softback|,|02/05/2000 12:00:00 AM|,|02/19/2000 12:00:00 AM|,|SUE|,|BAK|,0,|3|,0.5000,0,0.5000,|11657|,,0,0,0.0000
38491,0,1,|1983|,|2478|,|c26634c|,|p45133|,2,|2|,|5|,,|softback|,|02/05/2000 12:00:00 AM|,|02/19/2000 12:00:00 AM|,|SUE|,|BAK|,0,|3|,0.5000,0,0.5000,|11657|,,0,0,0.0000
38492,0,1,|1983|,|2877|,|c26634c|,|p45129|,2,|2|,|5|,,|softback|,|02/05/2000 12:00:00 AM|,|02/11/2000 12:00:00 AM|,|SUE|,|ANN|,0,|3|,0.5000,0,0.5000,|11222|,,0,0,0.0000
38493,0,1,|1983|,|3292|,|c26634c|,|p45125|,2,|2|,|5|,,|softback|,|02/05/2000 12:00:00 AM|,|02/21/2000 12:00:00 AM|,|SUE|,|LRN|,0,|3|,0.5000,0,0.5000,|11747|,,0,0,0.0000
38494,1,0,|1983|,,|c26634c|,|p45121|,2,|2|,|5|,,|softback|,|02/05/2000 12:00:00 AM|,,|SUE|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
38495,1,0,|1983|,,|c14282c|,|p45117|,2,|2|,|5|,,|softback|,|02/05/2000 12:00:00 AM|,,|SUE|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
38496,0,1,|1983|,|3292|,|c26634c|,|p153|,2,|2|,|5|,,|softback|,|02/05/2000 12:00:00 AM|,|02/21/2000 12:00:00 AM|,|SUE|,|LRN|,0,|3|,0.5000,0,0.5000,|11747|,,0,0,0.0000
38497,0,1,|1983|,|600|,|c26634c|,|p45113|,2,|2|,|5|,,|softback|,|02/05/2000 12:00:00 AM|,|02/07/2000 12:00:00 AM|,|SUE|,|SUE|,0,|3|,0.5000,0,0.5000,|10959|,,0,0,0.0000
38498,0,1,|1983|,|600|,|c26634c|,|p45109|,2,|2|,|5|,,|softback|,|02/05/2000 12:00:00 AM|,|02/28/2000 12:00:00 AM|,|SUE|,|LRN|,0,|3|,0.5000,0,0.5000,|12100|,,0,0,0.0000
38499,0,1,|1983|,|4404|,|c26634c|,|p45105|,2,|2|,|5|,,|softback|,|02/05/2000 12:00:00 AM|,|02/08/2000 12:00:00 AM|,|SUE|,|KRI|,0,|3|,0.5000,0,0.5000,|11067|,,0,0,0.0000
38500,0,1,|3227|,|600|,|c26631c|,|p45943|,2,|2|,|5|,,|sandal or shoe|,|02/05/2000 12:00:00 AM|,|02/14/2000 12:00:00 AM|,|SUE|,|ANN|,0,|3|,3.9500,0,3.9500,|11365|,,0,0,0.0000
38501,0,1,|3227|,|600|,|c26631c|,|p46227|,2,|2|,|5|,,|average solid sox|,|02/05/2000 12:00:00 AM|,|02/07/2000 12:00:00 AM|,|SUE|,|LEA|,0,|3|,0.5000,0,0.5000,|10965|,,0,0,0.0000
38502,0,1,|3227|,|600|,|c26631c|,|p46441|,2,|2|,|5|,,|o'll or snow pants, snow suits, buntings|,|02/05/2000 12:00:00 AM|,|02/11/2000 12:00:00 AM|,|SUE|,|SUE|,0,|5|,5.9500,0,5.9500,|11173|,,0,0,0.0000
38503,0,1,|3227|,|3313|,|c26631c|,|p45782|,2,|2|,|5|,,|cotton sets and sleepers|,|02/05/2000 12:00:00 AM|,|02/10/2000 12:00:00 AM|,|SUE|,|SUE|,0,|1|,3.9500,0,3.9500,|11146|,,0,0,0.0000
38504,1,0,|3227|,,|c26631c|,|p46436|,2,|2|,|5|,,|cotton sets and sleepers|,|02/05/2000 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
38505,0,1,|3227|,|600|,|c26631c|,|p45948|,2,|2|,|5|,,| dress print or plain|,|02/05/2000 12:00:00 AM|,|02/26/2000 12:00:00 AM|,|SUE|,|BAK|,0,|1|,5.9500,0,5.9500,|11976|,,0,0,0.0000
38506,0,1,|3227|,|600|,|c26631c|,|p46525|,2,|2|,|5|,,| dress print or plain|,|02/05/2000 12:00:00 AM|,|02/22/2000 12:00:00 AM|,|SUE|,|YOS|,0,|1|,4.9500,0,4.9500,|11778|,,0,0,0.0000
38507,0,1,|3227|,|600|,|c26631c|,|p149|,2,|2|,|5|,,|2 or 3 piece sets|,|02/05/2000 12:00:00 AM|,|02/05/2000 12:00:00 AM|,|SUE|,|BAK|,0,|1|,6.9500,0,6.9500,|10872|,,0,0,0.0000
38508,0,1,|3227|,|600|,|c26631c|,|p46424|,2,|2|,|5|,,| dress print or plain|,|02/05/2000 12:00:00 AM|,|02/11/2000 12:00:00 AM|,|SUE|,|ANN|,0,|1|,4.9500,0,4.9500,|11198|,,0,0,0.0000
38509,0,1,|3227|,|2559|,|c26631c|,|p46428|,2,|2|,|5|,,| dress print or plain|,|02/05/2000 12:00:00 AM|,|02/21/2000 12:00:00 AM|,|SUE|,|SUE|,0,|1|,4.9500,0,4.9500,|11729|,,0,0,0.0000
38510,0,1,|3227|,|3295|,|c26631c|,|p46433|,2,|2|,|5|,,|boys or girl swim suit, leotard, or costume|,|02/05/2000 12:00:00 AM|,|02/10/2000 12:00:00 AM|,|SUE|,|SUE|,0,|5|,4.9500,0,4.9500,|11159|,,0,0,0.0000
38511,1,0,|3227|,,|c26631c|,|p46449|,2,|2|,|5|,,|winter shirt|,|02/05/2000 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
38512,0,1,|3284|,|3461|,|c26818c|,|p46223|,2,|2|,|5|,,|pullover, cardigan|,|02/05/2000 12:00:00 AM|,|02/07/2000 12:00:00 AM|,|SUE|,|SUE|,0,|1|,5.9500,0,5.9500,|10964|,,0,0,0.0000
38513,0,1,|3284|,|3461|,|c26818c|,|p46370|,2,|2|,|5|,,|pullover, cardigan|,|02/05/2000 12:00:00 AM|,|02/07/2000 12:00:00 AM|,|SUE|,|SUE|,0,|1|,5.9500,0,5.9500,|10964|,,0,0,0.0000
38514,1,0,|3284|,,|c26818c|,|p46346|,2,|2|,|5|,,|2 or 3 piece sets|,|02/05/2000 12:00:00 AM|,,|SUE|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
38515,1,0,|3284|,,|c26818c|,|p46374|,2,|2|,|5|,,|underwear  type|,|02/05/2000 12:00:00 AM|,,|SUE|,,0,|1|,1.9500,0,0.0000,,,0,0,0.0000
38516,0,1,|3284|,|600|,|c26818c|,|p45960|,2,|2|,|5|,,|summer weight jkt|,|02/05/2000 12:00:00 AM|,|02/12/2000 12:00:00 AM|,|SUE|,|HIL|,0,|5|,5.9500,0,5.9500,|11257|,,0,0,0.0000
38517,0,1,|3284|,|4337|,|c26818c|,|p46546|,2,|2|,|5|,,|2 or 3 piece sets|,|02/05/2000 12:00:00 AM|,|02/15/2000 12:00:00 AM|,|SUE|,|ANN|,0,|1|,6.9500,0,6.9500,|11429|,,0,0,0.0000
38518,0,1,|3284|,|3279|,|c26818c|,|p45993|,2,|2|,|5|,,|better|,|02/05/2000 12:00:00 AM|,|02/23/2000 12:00:00 AM|,|SUE|,|YOS|,0,|1|,3.9500,0,3.9500,|11826|,,0,0,0.0000
38519,0,1,|3284|,|600|,|c26818c|,|p35522|,2,|2|,|5|,,|sandal or shoe|,|02/05/2000 12:00:00 AM|,|02/15/2000 12:00:00 AM|,|SUE|,|LEA|,0,|3|,2.9500,0,2.9500,|11405|,,0,0,0.0000
38520,1,0,|3284|,,|c26818c|,|p46000|,2,|2|,|5|,,|sandal or shoe|,|02/05/2000 12:00:00 AM|,,|SUE|,,0,|3|,3.9500,0,0.0000,,,0,0,0.0000
38521,1,0,|3462|,,|c26804c|,|p46266|,2,|2|,|2|,|hat|,|hat|,|02/05/2000 12:00:00 AM|,,|SUE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
38522,1,0,|3462|,,|c26804c|,|p46009|,2,|2|,|5|,,|used booties, pre-walking shoes|,|02/05/2000 12:00:00 AM|,,|SUE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
38523,0,1,|3462|,|600|,|c26804c|,|p46437|,2,|2|,|5|,,|BOOT SNOW AND RAIN|,|02/05/2000 12:00:00 AM|,|02/15/2000 12:00:00 AM|,|SUE|,|LEA|,0,|5|,4.9500,0,4.9500,|11412|,,0,0,0.0000
38524,0,1,|3462|,|4051|,|c26804c|,|p45977|,2,|2|,|5|,,|average condition|,|02/05/2000 12:00:00 AM|,|03/02/2000 12:00:00 AM|,|SUE|,|PAT|,0,|3|,1.9500,0,1.9500,|12267|,,0,0,0.0000
38525,0,1,|3462|,|600|,|c26804c|,|p46464|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|02/05/2000 12:00:00 AM|,|02/29/2000 12:00:00 AM|,|SUE|,|ANE|,0,|1|,4.9500,0,4.9500,|12164|,,0,0,0.0000
38526,4,1,|3462|,|4230|,|c26804c|,|p46457|,2,|2|,|5|,,| dress print or plain|,|02/05/2000 12:00:00 AM|,|03/03/2000 12:00:00 AM|,|SUE|,|ANN|,0,|1|,5.9500,0,5.9500,|12326|,,0,0,0.0000
38527,1,0,|3462|,,|c26804c|,|p46429|,2,|2|,|5|,|pants|,|pants|,|02/05/2000 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
38528,0,1,|3462|,|600|,|c26804c|,|p46453|,2,|2|,|5|,,|cotton sets and sleepers|,|02/05/2000 12:00:00 AM|,|02/16/2000 12:00:00 AM|,|SUE|,|LEA|,0,|1|,3.9500,0,3.9500,|11469|,,0,0,0.0000
38529,1,0,|3462|,,|c26804c|,|p46578|,2,|2|,|5|,,|underwear  type|,|02/05/2000 12:00:00 AM|,,|SUE|,,0,|1|,1.9500,0,0.0000,,,0,0,0.0000
38530,1,0,|3462|,,|c26804c|,|p46425|,2,|2|,|5|,,| dress print or plain|,|02/05/2000 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
38531,1,0,|3462|,,|c26804c|,|p45855|,2,|2|,|5|,,|cotton sets and sleepers|,|02/05/2000 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
38532,1,0,|3462|,,|c26804c|,|p46272|,2,|2|,|5|,,| dress print or plain|,|02/05/2000 12:00:00 AM|,,|SUE|,,0,|1|,5.9500,0,0.0000,,,0,0,0.0000
38533,0,1,|611|,|600|,|c26338c|,|p46315|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|02/05/2000 12:00:00 AM|,|02/08/2000 12:00:00 AM|,|HIL|,|SUE|,0,|1|,4.9500,0,4.9500,|11048|,,0,0,0.0000
38534,1,0,|611|,,|c26338c|,|p46283|,2,|2|,|5|,,|pullover, cardigan|,|02/05/2000 12:00:00 AM|,,|HIL|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
38535,0,1,|611|,|600|,|c26338c|,|p46299|,2,|2|,|5|,,|winter shirt|,|02/05/2000 12:00:00 AM|,|02/19/2000 12:00:00 AM|,|HIL|,|BAK|,0,|1|,3.9500,0,3.9500,|11643|,,0,0,0.0000
38536,0,1,|611|,|600|,|c26338c|,|p46295|,2,|2|,|5|,,|underwear  type|,|02/05/2000 12:00:00 AM|,|02/16/2000 12:00:00 AM|,|HIL|,|LRN|,0,|1|,1.9500,0,1.9500,|11499|,,0,0,0.0000
38537,1,0,|611|,,|c26338c|,|p46268|,2,|2|,|5|,,|summer weight jkt|,|02/05/2000 12:00:00 AM|,,|HIL|,,0,|5|,4.9500,0,0.0000,,,0,0,0.0000
38538,1,0,|611|,,|c26338c|,|p46264|,2,|2|,|5|,|pants|,|pants|,|02/05/2000 12:00:00 AM|,,|HIL|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
38539,0,1,|611|,|600|,|c26338c|,|p46284|,2,|2|,|5|,,|pullover, cardigan|,|02/05/2000 12:00:00 AM|,|02/12/2000 12:00:00 AM|,|HIL|,|BAK|,0,|1|,4.9500,0,4.9500,|11246|,,0,0,0.0000
38540,1,0,|611|,,|c26338c|,|p46289|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|02/05/2000 12:00:00 AM|,,|HIL|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
38541,1,0,|611|,,|c26338c|,|p46279|,2,|2|,|5|,,|underwear  type|,|02/05/2000 12:00:00 AM|,,|HIL|,,0,|1|,1.9500,0,0.0000,,,0,0,0.0000
38542,1,0,|611|,,|c26338c|,|p46274|,2,|2|,|5|,,|underwear  type|,|02/05/2000 12:00:00 AM|,,|HIL|,,0,|1|,1.9500,0,0.0000,,,0,0,0.0000
38543,1,0,|611|,,|c26338c|,|p46256|,2,|2|,|5|,,|underwear  type|,|02/05/2000 12:00:00 AM|,,|HIL|,,0,|1|,1.9500,0,0.0000,,,0,0,0.0000
38544,0,1,|611|,|4383|,|c26338c|,|p46270|,2,|2|,|2|,|hat|,|hat|,|02/05/2000 12:00:00 AM|,|02/17/2000 12:00:00 AM|,|HIL|,|SUE|,0,|1|,2.9500,0,2.9500,|11533|,,0,0,0.0000
38545,0,1,|611|,|600|,|c26338c|,|p46271|,2,|2|,|2|,|hat|,|hat|,|02/05/2000 12:00:00 AM|,|02/26/2000 12:00:00 AM|,|HIL|,|BAK|,0,|1|,2.9500,0,2.9500,|11973|,,0,0,0.0000
38546,0,1,|611|,|600|,|c26338c|,|p46267|,2,|2|,|5|,,|sandal or shoe|,|02/05/2000 12:00:00 AM|,|02/08/2000 12:00:00 AM|,|HIL|,|KRI|,0,|3|,3.9500,0,3.9500,|11054|,,0,0,0.0000
38547,1,0,|611|,,|c26338c|,|p145|,2,|2|,|5|,,|non-clothing items|,|02/05/2000 12:00:00 AM|,,|HIL|,,0,|3|,2.5000,0,0.0000,,,0,0,0.0000
38548,1,0,|611|,,|c26338c|,|p46263|,2,|2|,|5|,,|sandal or shoe|,|02/05/2000 12:00:00 AM|,,|HIL|,,0,|3|,2.9500,0,0.0000,,,0,0,0.0000
38549,0,1,|611|,|600|,|c26338c|,|p46277|,2,|2|,|5|,,|fair cond. t -pant|,|02/05/2000 12:00:00 AM|,|02/19/2000 12:00:00 AM|,|HIL|,|BAK|,0,,0.9500,0,0.9500,|11660|,,0,0,0.0000
38550,0,1,|611|,|1083|,|c26338c|,|p46313|,2,|2|,|5|,|pants|,|pants|,|02/05/2000 12:00:00 AM|,|02/08/2000 12:00:00 AM|,|HIL|,|ANN|,0,|1|,4.9500,0,4.9500,|11035|,,0,0,0.0000
38551,0,1,|611|,|600|,|c26338c|,|p46319|,2,|2|,|5|,,|average solid sox|,|02/05/2000 12:00:00 AM|,|02/18/2000 12:00:00 AM|,|HIL|,|ANN|,0,|3|,0.5000,0,0.5000,|11628|,,0,0,0.0000
38552,1,0,|611|,,|c26338c|,|p46311|,2,|2|,|5|,,|average solid sox|,|02/05/2000 12:00:00 AM|,,|HIL|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
38553,1,0,|611|,,|c26338c|,|p46307|,2,|2|,|5|,,|average solid sox|,|02/05/2000 12:00:00 AM|,,|HIL|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
38554,0,1,|3446|,|4403|,|c26502c|,|p46312|,2,|2|,|5|,,| dress print or plain|,|02/05/2000 12:00:00 AM|,|02/07/2000 12:00:00 AM|,|HIL|,|ANN|,0,|1|,5.9500,0,5.9500,|11001|,,0,0,0.0000
38555,1,0,|3446|,,|c26502c|,|p46328|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|02/05/2000 12:00:00 AM|,,|HIL|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
38556,1,0,|3446|,,|c26502c|,|p45989|,2,|2|,|5|,,|solid or print average swt sh|,|02/05/2000 12:00:00 AM|,,|HIL|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
38557,0,1,|3446|,|4276|,|c26502c|,|p46336|,2,|2|,|5|,,|pullover, cardigan|,|02/05/2000 12:00:00 AM|,|02/10/2000 12:00:00 AM|,|HIL|,|LEA|,0,|1|,4.9500,0,4.9500,|11149|,,0,0,0.0000
38558,1,0,|3446|,,|c26502c|,|p46324|,2,|2|,|5|,,|shirt|,|02/05/2000 12:00:00 AM|,,|HIL|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
38559,0,1,|3446|,|2817|,|c26502c|,|p46316|,2,|2|,|5|,,| dress print or plain|,|02/05/2000 12:00:00 AM|,|02/09/2000 12:00:00 AM|,|HIL|,|LEA|,0,|1|,5.9500,0,5.9500,|11084|,,0,0,0.0000
38560,0,1,|3446|,|4366|,|c26502c|,|p46320|,2,|2|,|5|,|pants|,|pants|,|02/05/2000 12:00:00 AM|,|02/24/2000 12:00:00 AM|,|HIL|,|LEA|,0,|1|,3.9500,0,3.9500,|11876|,,0,0,0.0000
38561,1,0,|3446|,,|c26502c|,|p46332|,2,|2|,|5|,,|cotton sets and sleepers|,|02/05/2000 12:00:00 AM|,,|HIL|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
38562,1,0,|3446|,,|c26502c|,|p46308|,2,|2|,|5|,,|sandal or shoe|,|02/05/2000 12:00:00 AM|,,|HIL|,,0,|3|,3.9500,0,0.0000,,,0,0,0.0000
38563,1,0,|2264|,,|c26948c|,|p103|,2,|2|,|5|,,|hard back childrens books|,|02/05/2000 12:00:00 AM|,,|HIL|,,0,|3|,3.9500,0,0.0000,,,0,0,0.0000
38564,1,0,|2264|,,|c26948c|,|p90|,2,|2|,|5|,|pants|,|pants|,|02/05/2000 12:00:00 AM|,,|HIL|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
38565,1,0,|2264|,,|c26948c|,|p110|,2,|2|,|5|,,|shirt|,|02/05/2000 12:00:00 AM|,,|HIL|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
38566,0,1,|2264|,|1819|,|c26948c|,|p155|,2,|2|,|5|,,|shirt|,|02/05/2000 12:00:00 AM|,|02/24/2000 12:00:00 AM|,|HIL|,|LEA|,0,|1|,3.9500,0,3.9500,|11887|,,0,0,0.0000
38567,1,0,|2264|,,|c26948c|,|p143|,2,|2|,|5|,,|shirt|,|02/05/2000 12:00:00 AM|,,|HIL|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
38568,0,1,|2264|,|600|,|c26948c|,|p115|,2,|2|,|5|,,| dress print or plain|,|02/05/2000 12:00:00 AM|,|02/29/2000 12:00:00 AM|,|HIL|,|SUE|,0,|1|,4.9500,0,4.9500,|12121|,,0,0,0.0000
38569,0,1,|2264|,|600|,|c26948c|,|p111|,2,|2|,|5|,|pants|,|pants|,|02/05/2000 12:00:00 AM|,|02/15/2000 12:00:00 AM|,|HIL|,|LEA|,0,|1|,3.9500,0,3.9500,|11405|,,0,0,0.0000
38570,1,0,|2264|,,|c26948c|,|p99|,2,|2|,|5|,,|shirt|,|02/05/2000 12:00:00 AM|,,|HIL|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
38571,1,0,|2264|,,|c26948c|,|p98|,2,|2|,|5|,,|summer weight jkt|,|02/05/2000 12:00:00 AM|,,|HIL|,,0,|5|,4.9500,0,0.0000,,,0,0,0.0000
38572,0,1,|2264|,|600|,|c26948c|,|p106|,2,|2|,|5|,|pants|,|pants|,|02/05/2000 12:00:00 AM|,|02/23/2000 12:00:00 AM|,|HIL|,|SUE|,0,|1|,3.9500,0,3.9500,|11815|,,0,0,0.0000
38573,0,1,|4382|,|2898|,|c26633c|,|p93|,2,|2|,|5|,,|shirt|,|02/05/2000 12:00:00 AM|,|03/06/2000 12:00:00 AM|,|bak|,|SUE|,0,|1|,3.9500,0,3.9500,|12456|,,0,0,0.0000
38574,0,1,|4382|,|600|,|c26633c|,|p85|,2,|2|,|5|,,| dress print or plain|,|02/05/2000 12:00:00 AM|,|02/19/2000 12:00:00 AM|,|HIL|,|ANE|,0,|1|,5.9500,0,5.9500,|11677|,,0,0,0.0000
38575,1,0,|4382|,,|c26633c|,|p81|,2,|2|,|5|,,|non-clothing items|,|02/05/2000 12:00:00 AM|,,|HIL|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
38576,1,0,|4382|,,|c26633c|,|p97|,2,|2|,|5|,,|plain or print|,|02/05/2000 12:00:00 AM|,,|HIL|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
38577,1,0,|4382|,,|c26633c|,|p121|,2,|2|,|5|,|pants|,|pants|,|02/05/2000 12:00:00 AM|,,|HIL|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
38579,1,0,|4383|,,|c26806c|,|p45847|,2,|2|,|5|,,|plain or print|,|02/05/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
38580,1,0,|4383|,,|c26806c|,|p46502|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|02/05/2000 12:00:00 AM|,,|BAK|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
38581,1,0,|4383|,,|c26806c|,|p45836|,2,|2|,|5|,,|shorts or short'll or summer romper|,|02/05/2000 12:00:00 AM|,,|BAK|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
38583,1,0,|1884|,,|c26789c|,|p45803|,2,|2|,|5|,|pants|,|pants|,|02/05/2000 12:00:00 AM|,,|BAK|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
38584,0,1,|1884|,|4506|,|c26789c|,|p46534|,2,|2|,|5|,,|print or plain skirts|,|02/05/2000 12:00:00 AM|,|03/02/2000 12:00:00 AM|,|BAK|,|PAT|,0,|1|,4.9500,0,4.9500,|12266|,,0,0,0.0000
38586,0,1,|4430|,|600|,|c27004c|,|p35598|,2,|2|,|5|,,|double or single stroller|,|02/05/2000 12:00:00 AM|,|02/06/2000 12:00:00 AM|,|BAK|,|BAK|,0,|4|,25.0000,0,25.0000,|10940|,,0,0,0.0000
38588,1,0,|4404|,,|c26703c|,|p105|,2,|2|,|5|,,|shirt|,|02/05/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
38589,1,0,|4404|,,|c26703c|,|p129|,2,|2|,|5|,|pants|,|pants|,|02/05/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
38590,0,1,|4404|,|600|,|c26703c|,|p101|,2,|2|,|5|,,| dress print or plain|,|02/05/2000 12:00:00 AM|,|02/28/2000 12:00:00 AM|,|BAK|,|LEA|,0,|1|,4.9500,0,4.9500,|12085|,,0,0,0.0000
38591,1,0,|4404|,,|c26703c|,|p109|,2,|2|,|5|,,| dress print or plain|,|02/05/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
38592,0,1,|4404|,|600|,|c26703c|,|p113|,2,|2|,|5|,|pants|,|pants|,|02/05/2000 12:00:00 AM|,|02/16/2000 12:00:00 AM|,|BAK|,|LEA|,0,|1|,3.9500,0,3.9500,|11470|,,0,0,0.0000
38593,1,0,|4404|,,|c26703c|,|p133|,2,|2|,|5|,,|2 or 3 piece sets|,|02/05/2000 12:00:00 AM|,,|BAK|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
38594,0,1,|4404|,|4230|,|c26703c|,|p137|,2,|2|,|5|,,|plain or print|,|02/05/2000 12:00:00 AM|,|03/03/2000 12:00:00 AM|,|BAK|,|ANN|,0,|1|,4.9500,0,4.9500,|12326|,,0,0,0.0000
38595,0,1,|4404|,|600|,|c26703c|,|p150|,2,|2|,|5|,,| dress print or plain|,|02/05/2000 12:00:00 AM|,|02/14/2000 12:00:00 AM|,|BAK|,|LEA|,0,|1|,4.9500,0,4.9500,|11346|,,0,0,0.0000
38596,1,0,|4404|,,|c26703c|,|p158|,2,|2|,|5|,,|denium or dress vest|,|02/05/2000 12:00:00 AM|,,|BAK|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
38597,1,0,|4404|,,|c26703c|,|p125|,2,|2|,|5|,,|med weight jkt|,|02/05/2000 12:00:00 AM|,,|BAK|,,0,|5|,4.9500,0,0.0000,,,0,0,0.0000
38598,1,0,|4404|,,|c26703c|,|p117|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|02/05/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
38599,0,1,|4404|,|600|,|c26703c|,|p89|,2,|2|,|5|,,|med weight jkt|,|02/05/2000 12:00:00 AM|,|02/10/2000 12:00:00 AM|,|BAK|,|SUE|,0,|5|,4.9500,0,4.9500,|11155|,,0,0,0.0000
