|Index|,|Quanity|,|Quanity_sold_latest|,|Customer_No_product|,|Customer_No_Sold|,|Quick_Scancode|,|Product_scancode|,|TYPE_CODE|,|CONDITION_CODE|,|SIZE_CODE|,|NOTES|,|P_Description|,|Date_In|,|Date_sold|,|Clerk_ID_In|,|Clerk_ID_sold|,|void|,|Catagorie|,|Listprice|,|REDUCTION|,|Soldprice|,|Invoice#|,|Sale_price|,|Sale_item|,|No_Returned|,|Credit_Applied|
19950,1,0,|4390|,,|c25964c|,|p24717|,2,|2|,|5|,,|med weight jkt|,|11/03/1999 12:00:00 AM|,,|SJH|,,0,|5|,5.9500,0,0.0000,,,0,0,0.0000
19953,1,0,|4390|,,|c25964c|,|p24698|,2,|2|,|5|,,|med weight jkt|,|11/03/1999 12:00:00 AM|,,|SJH|,,0,|5|,8.9500,0,0.0000,,,0,0,0.0000
19954,1,0,|4390|,,|c25964c|,|p24709|,2,|2|,|5|,,|plain or print|,|11/03/1999 12:00:00 AM|,,|SJH|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
19955,1,0,|4390|,,|c25964c|,|p24690|,2,|2|,|5|,|pants|,|pants|,|11/03/1999 12:00:00 AM|,,|SJH|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
19956,1,0,|4390|,,|c25964c|,|p24670|,2,|2|,|5|,,|winter shirt|,|11/03/1999 12:00:00 AM|,,|SJH|,,0,|1|,4.5000,0,0.0000,,,0,0,0.0000
19958,99,1,|999|,|600|,|c25695c|,|p24790|,1,|4|,|5|,,|cherry tree|,|11/03/1999 12:00:00 AM|,|02/24/2000 12:00:00 AM|,|SUE|,|KRI|,0,|1|,46.9500,0,46.9500,|11900|,,0,0,0.0000
19962,1,0,|2976|,,|c25950c|,|p24701|,2,|2|,|5|,,|toy or set or game|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|2|,0.9500,0,0.0000,,,0,0,0.0000
19963,1,0,|643|,,|c26308c|,|p24806|,2,|2|,|5|,,|bike|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|3|,35.0000,0,0.0000,,,0,0,0.0000
19964,1,0,|643|,,|c26308c|,|p25452|,2,|2|,|5|,,|bike|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|3|,20.0000,0,0.0000,,,0,0,0.0000
19965,1,0,|2013|,,|c24784c|,|p24741|,2,|2|,|5|,,|non-clothing items|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|3|,2.5000,0,0.0000,,,0,0,0.0000
19966,1,0,|2013|,,|c24784c|,|p24737|,2,|2|,|5|,,|non-clothing items|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|3|,2.5000,0,0.0000,,,0,0,0.0000
19967,1,0,|2013|,,|c24784c|,|p24733|,2,|2|,|5|,,|non-clothing items|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|3|,2.5000,0,0.0000,,,0,0,0.0000
19968,1,0,|2013|,,|c24784c|,|p24729|,2,|2|,|5|,,|non-clothing items|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|3|,2.5000,0,0.0000,,,0,0,0.0000
19969,1,0,|2013|,,|c24784c|,|p24681|,2,|2|,|5|,,|non-clothing items|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|3|,2.5000,0,0.0000,,,0,0,0.0000
19970,1,0,|2013|,,|c24784c|,|p24725|,2,|2|,|5|,,|non-clothing items|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|3|,2.5000,0,0.0000,,,0,0,0.0000
19971,1,0,|2013|,,|c24784c|,|p25258|,2,|2|,|5|,,|non-clothing items|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|3|,2.5000,0,0.0000,,,0,0,0.0000
19972,1,0,|2013|,,|c24784c|,|p24697|,2,|2|,|5|,,|gee- set|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|3|,15.0000,0,0.0000,,,0,0,0.0000
19974,1,0,|2013|,,|c24784c|,|p24689|,2,|2|,|5|,,|gee -set|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|3|,10.0000,0,0.0000,,,0,0,0.0000
19978,1,0,|4389|,,|c25965c|,|p25132|,2,|2|,|5|,,|winter shirt|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
19980,1,0,|4389|,,|c25965c|,|p25083|,2,|2|,|5|,,|winter shirt|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
19982,1,0,|4389|,,|c25965c|,|p25131|,2,|2|,|5|,,|winter shirt|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
19983,1,0,|4389|,,|c25965c|,|p24708|,2,|2|,|5|,,|winter shirt|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
19984,1,0,|4389|,,|c25965c|,|p25139|,2,|2|,|5|,,|summer weight jkt|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|5|,3.9500,0,0.0000,,,0,0,0.0000
19986,1,0,|4391|,,|c25952c|,|p25056|,2,|2|,|5|,,|winter shirt|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
19987,1,0,|4391|,,|c25952c|,|p24770|,2,|2|,|5|,|pants|,|pants|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
19988,1,0,|4391|,,|c25952c|,|p24665|,2,|2|,|5|,,|winter shirt|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
19993,1,0,|4391|,,|c25952c|,|p24761|,2,|2|,|5|,,|cotton sets and sleepers|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.5000,0,0.0000,,,0,0,0.0000
19996,1,0,|4391|,,|c25952c|,|p24773|,2,|2|,|5|,,|plain or print|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
19999,1,0,|4391|,,|c25952c|,|p24990|,2,|2|,|5|,,|cotton sets and sleepers|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.5000,0,0.0000,,,0,0,0.0000
20000,1,0,|4391|,,|c25952c|,|p25128|,2,|2|,|5|,,|cotton sets and sleepers|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20001,1,0,|4391|,,|c25952c|,|p25448|,2,|2|,|5|,,|cotton sets and sleepers|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20002,1,0,|4391|,,|c25952c|,|p24669|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,6.9500,0,0.0000,,,0,0,0.0000
20003,1,0,|4391|,,|c25952c|,|p25089|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
20004,1,0,|4391|,,|c25952c|,|p25019|,2,|2|,|5|,|pants|,|pants|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20006,1,0,|4391|,,|c25952c|,|p25048|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
20012,1,0,|4391|,,|c25952c|,|p24802|,2,|2|,|5|,,|sox better|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|3|,0.9500,0,0.0000,,,0,0,0.0000
20013,1,0,|4391|,,|c25952c|,|p25060|,2,|2|,|5|,,|winter shirt|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20021,1,0,|7009|,,|c25951c|,|p25525|,2,|2|,|5|,,|softback|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
20022,1,0,|7009|,,|c25951c|,|p25521|,2,|2|,|5|,,|softback|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
20025,1,0,|7009|,,|c25951c|,|p24691|,2,|2|,|5|,,|toy or set or game|,|11/03/1999 12:00:00 AM|,,|SUE|,,0,|2|,0.9500,0,0.0000,,,0,0,0.0000
20026,1,0,|7009|,|4372|,|c25951c|,|p24732|,2,|2|,|5|,,,|11/03/1999 12:00:00 AM|,|11/15/1999 12:00:00 AM|,|SUE|,|LEA|,0,,0.0000,0,0.0000,|6324|,,0,0,0.0000
20032,1,0,|7012|,,|c25923c|,|p25520|,2,|2|,|5|,,|toy or set or game|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|2|,0.9500,0,0.0000,,,0,0,0.0000
20037,1,0,|7012|,,|c25923c|,|p24880|,2,|2|,|5|,,|toy or set or game|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|2|,0.5000,0,0.0000,,,0,0,0.0000
20042,1,0,|7012|,,|c25923c|,|p24872|,2,|2|,|5|,,|toy or set or game|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|2|,1.5000,0,0.0000,,,0,0,0.0000
20046,1,0,|4388|,,|c26027c|,|p25511|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|1|,6.9500,0,0.0000,,,0,0,0.0000
20048,1,0,|4276|,,|c26188c|,|p25468|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|1|,7.9500,0,0.0000,,,0,0,0.0000
20052,1,0,|4276|,,|c26188c|,|p25512|,2,|2|,|5|,,|underwear  type|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|1|,1.9500,0,0.0000,,,0,0,0.0000
20060,1,0,|4192|,,|c26433c|,|p24895|,2,|2|,|5|,,|toy or set or game|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|2|,3.9500,0,0.0000,,,0,0,0.0000
20064,1,0,|4192|,,|c26433c|,|p25540|,2,|2|,|5|,,|non-clothing items|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,2.9500,0,0.0000,,,0,0,0.0000
20069,1,0,|2445|,,|c26024c|,|p25462|,2,|2|,|5|,|blankets|,|blankets and linens|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,3.9500,0,0.0000,,,0,0,0.0000
20070,1,0,|5|,,|c25007c|,|p24986|,2,|2|,|5|,,|panties, boxers, briefs|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|1|,0.9500,0,0.0000,,,0,0,0.0000
20071,1,0,|5|,,|c25007c|,|p25116|,2,|2|,|5|,,|panties, boxers, briefs|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|1|,0.5000,0,0.0000,,,0,0,0.0000
20075,1,0,|5|,,|c25007c|,|p25484|,2,|2|,|5|,,|panties, boxers, briefs|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|1|,0.9500,0,0.0000,,,0,0,0.0000
20083,1,0,|2953|,,|c24884c|,|p25476|,2,|2|,|5|,|pants|,|pants|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|1|,5.9500,0,0.0000,,,0,0,0.0000
20084,1,0,|2953|,,|c24884c|,|p25474|,2,|2|,|5|,|blankets|,|blankets and linens|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,4.9500,0,0.0000,,,0,0,0.0000
20088,1,0,|2241|,,|c26438c|,|p24852|,2,|2|,|5|,,|toy or set or game|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|2|,0.9500,0,0.0000,,,0,0,0.0000
20109,1,0,|643|,,|c25941c|,|p24885|,2,|2|,|5|,,|toy or set or game|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|2|,0.9500,0,0.0000,,,0,0,0.0000
20112,1,0,|643|,,|c25941c|,|p24889|,2,|2|,|5|,,|toy or set or game|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|2|,0.9500,0,0.0000,,,0,0,0.0000
20113,1,0,|604|,,|c14293c|,|p24522|,2,|2|,|5|,,|sandal or shoe|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,5.9500,0,0.0000,,,0,0,0.0000
20120,1,0,|2306|,,|c25154c|,|p24782|,2,|2|,|5|,,|denium or dress vest|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
20122,1,0,|2113|,,|c25956c|,|p25536|,2,|2|,|5|,|blankets|,|blankets and linens|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,2.9500,0,0.0000,,,0,0,0.0000
20123,1,0,|2113|,,|c25956c|,|p25528|,2,|2|,|5|,|blankets|,|blankets and linens|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,3.9500,0,0.0000,,,0,0,0.0000
20124,1,0,|2113|,,|c25956c|,|p25504|,2,|2|,|5|,|average diaper cover|,|velcro diaper cover|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
20131,1,0,|2182|,,|c24829c|,|p25498|,2,|2|,|5|,,|pullover, cardigan|,|11/04/1999 12:00:00 AM|,,|SJH|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
20134,1,0,|4156|,,|C25634C|,|p25558|,2,|2|,|5|,,|hard back childrens books|,|11/04/1999 12:00:00 AM|,,|SJH|,,0,|3|,2.5000,0,0.0000,,,0,0,0.0000
20136,1,0,|4156|,,|C25634C|,|p25570|,2,|2|,|5|,,|hard back childrens books|,|11/04/1999 12:00:00 AM|,,|SJH|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
20143,1,0,|2956|,,|c25946c|,|p25634|,2,|2|,|5|,,|toy or set or game|,|11/04/1999 12:00:00 AM|,,|SJH|,,0,|2|,1.5000,0,0.0000,,,0,0,0.0000
20146,1,0,|1683|,,|c25002c|,|p25494|,2,|2|,|5|,,|toy or set or game|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|2|,1.9500,0,0.0000,,,0,0,0.0000
20150,1,0,|1683|,,|c25002c|,|p25519|,2,|2|,|5|,,|winter shirt|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20152,1,0,|1683|,,|c25002c|,|p25502|,2,|2|,|5|,,| dress print or plain|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20153,1,0,|1683|,,|c25002c|,|p25486|,2,|2|,|5|,,|solid or print average swt sh|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
20180,1,0,|4137|,,|c25124c|,|p24984|,2,|2|,|5|,,|winter and fleece hats|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|5|,4.9500,0,0.0000,,,0,0,0.0000
20181,1,0,|4137|,,|c25124c|,|p24992|,2,|2|,|5|,,|non-clothing items|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
20184,1,0,|4137|,,|c25124c|,|p24988|,2,|2|,|5|,|blankets|,|blankets and linens|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,2.9500,0,0.0000,,,0,0,0.0000
20189,1,0,|1706|,,|c25100c|,|p24726|,2,|2|,|5|,,|non-clothing items|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,1.5000,0,0.0000,,,0,0,0.0000
20190,1,0,|1706|,,|c25100c|,|p24993|,2,|2|,|5|,,|med weight jkt|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|5|,6.9500,0,0.0000,,,0,0,0.0000
20199,1,0,|3232|,,|c24888c|,|p24798|,2,|2|,|5|,|pants|,|pants|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
20201,1,0,|2287|,,|c25153c|,|p25032|,2,|2|,|5|,,|sandal or shoe|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,4.9500,0,0.0000,,,0,0,0.0000
20213,1,0,|2117|,,|c25142c|,|p25495|,2,|2|,|5|,,|plain or print|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|1|,4.5000,0,0.0000,,,0,0,0.0000
20214,1,0,|2117|,,|c25142c|,|p24985|,2,|2|,|5|,,|solid or print average swt sh|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20217,1,0,|2655|,,|c25121c|,|p25247|,2,|2|,|5|,,|winter shirt|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20222,1,0,|2655|,,|c25121c|,|p24626|,2,|2|,|5|,,|solid or print average swt sh|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20225,1,0,|2655|,,|c25121c|,|p25018|,2,|2|,|5|,,|sandal or shoe|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,6.9500,0,0.0000,,,0,0,0.0000
20228,1,0,|624|,,|c25144c|,|p24638|,2,|2|,|5|,,|pullover, cardigan|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|1|,6.9500,0,0.0000,,,0,0,0.0000
20234,1,0,|3432|,,|c24916c|,|p24718|,2,|2|,|5|,|pants|,|pants|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20238,1,0,|3432|,,|c24916c|,|p25467|,2,|2|,|5|,,|solid or print average swt sh|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20241,1,0,|3432|,,|c24916c|,|p24785|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
20243,1,0,|3449|,,|c24950c|,|p24805|,3,|2|,|3|,|bib|,|bib|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
20245,1,0,|3449|,,|c24950c|,|p24809|,2,|2|,|5|,,|plain or print|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|1|,5.9500,0,0.0000,,,0,0,0.0000
20247,1,0,|3449|,,|c24950c|,|p24801|,2,|2|,|5|,,|jkt|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|5|,20.0000,0,0.0000,,,0,0,0.0000
20248,1,0,|643|,,|c25943c|,|p24858|,2,|2|,|5|,,|toy or set or game|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|2|,3.9500,0,0.0000,,,0,0,0.0000
20262,1,0,|4194|,,|c24949c|,|p25633|,2,|2|,|5|,,|non-clothing items|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,0.9500,0,0.0000,,,0,0,0.0000
20263,1,0,|4301|,|600|,|c26311c|,|p25681|,2,|2|,|5|,,|riding toy|,|11/04/1999 12:00:00 AM|,|11/12/1999 12:00:00 AM|,|SUE|,|LEA|,0,|3|,16.0000,0,16.0000,|0|,,0,0,0.0000
20269,1,0,|2594|,,|c26315c|,|p26014|,2,|2|,|5|,,|toy or set or game|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|2|,5.9500,0,0.0000,,,0,0,0.0000
20275,1,0,|4194|,,|c24949c|,|p25775|,2,|2|,|5|,,|plain or print|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
20281,1,0,|4194|,,|c24949c|,|p25771|,2,|2|,|5|,,|non-clothing items|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
20282,1,0,|4194|,,|c24949c|,|p25738|,2,|2|,|5|,,|non-clothing items|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
20285,1,0,|4194|,,|c24949c|,|p25758|,2,|2|,|5|,,|winter shirt|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20288,1,0,|4194|,,|c24949c|,|p25778|,2,|2|,|5|,,|slipper|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,3.9500,0,0.0000,,,0,0,0.0000
20289,1,0,|4194|,,|c24949c|,|p25751|,2,|2|,|5|,|pants|,|pants|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20290,1,0,|4194|,,|c24949c|,|p25743|,2,|2|,|5|,,|winter shirt|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20293,1,0,|4194|,,|c24949c|,|p25755|,2,|2|,|5|,,|summer weight jkt|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|5|,3.9500,0,0.0000,,,0,0,0.0000
20298,1,0,|4301|,,|c25929c|,|p26007|,2,|2|,|5|,,|toy or set or game|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|2|,4.9500,0,0.0000,,,0,0,0.0000
20300,1,0,|4301|,,|c25929c|,|p26003|,2,|2|,|5|,,|toy or set or game|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|2|,0.5000,0,0.0000,,,0,0,0.0000
20304,1,0,|2342|,,|c25926c|,|p25860|,2,|2|,|5|,,|toy or set or game|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|2|,1.9500,0,0.0000,,,0,0,0.0000
20306,1,0,|2342|,,|c25926c|,|p25856|,2,|2|,|5|,,|toy or set or game|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|2|,2.5000,0,0.0000,,,0,0,0.0000
20313,1,0,|4021|,,|c26418c|,|p25774|,2,|2|,|5|,,|slipper|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,2.9500,0,0.0000,,,0,0,0.0000
20314,1,0,|4021|,,|c26418c|,|p25699|,3,|2|,|3|,|bib|,|bib|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,0.7500,0,0.0000,,,0,0,0.0000
20320,1,0,|2342|,|2584|,|c25925c|,|p26013|,2,|2|,|5|,,|toy or set or game|,|11/04/1999 12:00:00 AM|,|11/05/1999 12:00:00 AM|,|SUE|,|ASH|,0,|2|,6.9500,0,6.9500,|5758|,,0,0,0.0000
20321,1,0,|4301|,,|c26416c|,|p25821|,2,|2|,|5|,,|sandal or shoe|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,3.9500,0,0.0000,,,0,0,0.0000
20324,1,0,|4301|,,|c26416c|,|p25846|,2,|2|,|5|,,|solid or print average swt sh|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
20329,1,0,|4301|,,|c26416c|,|p25838|,2,|2|,|5|,|blankets|,|blankets and linens|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
20331,1,0,|4301|,,|c26416c|,|p25829|,2,|2|,|5|,|blankets|,|blankets and linens|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
20332,1,0,|4301|,,|c26416c|,|p25776|,2,|2|,|5|,|blankets|,|blankets and linens|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
20333,1,0,|4301|,,|c26416c|,|p25727|,2,|2|,|5|,|blankets|,|blankets and linens|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
20336,1,0,|3225|,,|c26425c|,|p25814|,2,|2|,|5|,|blankets|,|blankets and linens|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
20337,1,0,|3225|,,|c26425c|,|p25784|,2,|2|,|5|,,|non-clothing items|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
20340,1,0,|3225|,,|c26425c|,|p25810|,2,|2|,|5|,,|used booties, pre-walking shoes|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|1|,0.9500,0,0.0000,,,0,0,0.0000
20341,1,0,|3225|,,|c26425c|,|p26004|,2,|2|,|5|,,|non-clothing items|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
20342,1,0,|3225|,,|c26425c|,|p26012|,2,|2|,|5|,,|non-clothing items|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
20343,1,0,|3225|,,|c26425c|,|p26008|,2,|2|,|5|,,|non-clothing items|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
20345,1,0,|643|,,|c12650c|,|p24864|,2,|2|,|5|,,|non-clothing items|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
20347,1,0,|3225|,,|c26425c|,|p25786|,2,|2|,|5|,,|used booties, pre-walking shoes|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|1|,0.9500,0,0.0000,,,0,0,0.0000
20361,1,0,|2594|,,|c26415c|,|p25847|,2,|2|,|5|,,|toy or set or game|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|2|,1.5000,0,0.0000,,,0,0,0.0000
20363,1,0,|2594|,,|c26415c|,| p25827|,2,|2|,|5|,,|toy or set or game|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|2|,0.2500,0,0.0000,,,0,0,0.0000
20365,1,0,|2594|,,|c26415c|,| p25839|,2,|2|,|5|,,|non-clothing items|,|11/04/1999 12:00:00 AM|,,|SUE|,,0,|3|,0.9500,0,0.0000,,,0,0,0.0000
20369,1,0,|4392|,,|c26317c|,|p25990|,2,|2|,|5|,,|bath seat w/ sponge|,|11/05/1999 12:00:00 AM|,,|SUE|,,0,|4|,4.9500,0,0.0000,,,0,0,0.0000
20372,1,0,|4301|,,|c26414c|,|p26001|,2,|2|,|5|,,|sandal or shoe|,|11/05/1999 12:00:00 AM|,,|SUE|,,0,|3|,4.9500,0,0.0000,,,0,0,0.0000
20375,1,0,|4301|,,|c26414c|,|p25982|,2,|2|,|5|,|blankets|,|blankets and linens|,|11/05/1999 12:00:00 AM|,,|SUE|,,0,|3|,3.9500,0,0.0000,,,0,0,0.0000
20376,1,0,|4301|,,|c26414c|,|p25782|,2,|2|,|5|,|blankets|,|blankets and linens|,|11/05/1999 12:00:00 AM|,,|SUE|,,0,|3|,3.9500,0,0.0000,,,0,0,0.0000
20378,1,0,|4301|,,|c26414c|,|p25989|,2,|2|,|5|,|blankets|,|blankets and linens|,|11/05/1999 12:00:00 AM|,,|SUE|,,0,|3|,3.9500,0,0.0000,,,0,0,0.0000
20380,1,0,|4301|,,|c26311c|,|p25785|,2,|2|,|5|,|blankets|,|blankets and linens|,|11/05/1999 12:00:00 AM|,,|SUE|,,0,|3|,3.9500,0,0.0000,,,0,0,0.0000
20381,1,0,|4295|,,|c25023c|,|p25977|,2,|2|,|5|,,|non-clothing items|,|11/05/1999 12:00:00 AM|,,|SUE|,,0,|3|,3.9500,0,0.0000,,,0,0,0.0000
